SiteNumber,SiteCode,Type,LocationID,Region,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCityStateZIP,OwnerPhone,Manager,ManagerPhone
50094.3,A,AIRPORT,'WCR,UPPER YUKON,CHANDALAR LAKE,CHANDALAR LAKE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,907-452-2207
50095,C,SEAPLANE BASE,'CYM,SITKA,CHATHAM,CHATHAM,PRIVATE,PUBLIC,CHATHAM CANNERY LTD,8991 YANDUKIN DR,"JUNEAU, AK 99801",,AVRUM GROSS,
50095.12,A,AIRPORT,'CFK,BETHEL,CHEFORNAK,CHEFORNAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196000,"ANCHORAGE, AK 99519",907-269-0760,LJ DAVIS,907-543-2495
50095.4,A,AIRPORT,'AK13,FAIRBANKS NORTH STAR,CHENA HOT SPRINGS,CHENA HOT SPRINGS,PRIVATE,PRIVATE,RESORT AT CHENA HOT SPRINGS,PO BOX 58055,"FAIRBANKS, AK 99711",907-451-8104,WILLIAM JOHNSON,907-451-8104
50095.7,A,AIRPORT,'C05,SEWARD,CHENEGA,CHENEGA BAY,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,SEAN MONTGOMERY/CARL HIGH,907-262-2199
50096.22,A,AIRPORT,'VAK,KUSILVAK,CHEVAK,CHEVAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,LAWRENCE DAVIS,907-543-2498
50096.9,A,AIRPORT,'48AK,MATANUSKA-SUSITNA,CHICKALOON,CASTLE MOUNTAIN AIRSTRIP,PRIVATE,PRIVATE,ERIC A. FEIGE,PO BOX 1208,"CHICKALOON, AK 99674",907-745-7818,ERIC A. FEIGE,907-745-7818
50097,A,AIRPORT,'CKX,UPPER YUKON,CHICKEN,CHICKEN,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,907-883-5128
50097.53,A,AIRPORT,'AJC,LAKE AND PENINSULA,CHIGNIK,CHIGNIK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,KYLER HYLTON,907-246-3325
50097.5,C,SEAPLANE BASE,'Z78,ALEUTIAN ISLANDS,CHIGNIK,CHIGNIK BAY,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50097.51,A,AIRPORT,'KCL,LAKE AND PENINSULA,CHIGNIK LAGOON,CHIGNIK LAGOON,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1779,KYLER HYLTON,907-246-3325
50097.54,A,AIRPORT,'A79,ALEUTIAN ISLANDS,CHIGNIK LAKE,CHIGNIK LAKE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,KYLER HYLTON,907-246-3325
50099,A,AIRPORT,'CZN,VALDEZ-CORDOVA,CHISANA,CHISANA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,907-822-3222
50101,A,AIRPORT,'CZO,VALDEZ-CHITNA-WHITIE,CHISTOCHINA,CHISTOCHINA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,907-822-3222
50103,A,AIRPORT,'CXC,VALDEZ-CHITNA-WHITIE,CHITINA,CHITINA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,907-822-3222
50104.37,A,AIRPORT,'9A3,KUSKOKWIM,CHUATHBALUK,CHUATHBALUK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,RICHARD CILETTI,907-675-4345
50104.45,A,AIRPORT,'AK24,ANCHORAGE,CHUGIAK,HILLTOP,PRIVATE,PRIVATE,CHANDELLE ACRES PROP OWNERS ASSOC,PO BOX 92130,"ANCHORAGE, AK 99509",907-562-2929,SCOTT HATTENBURG,907-564-2111
50106.5,A,AIRPORT,'CRC,UPPER YUKON,CIRCLE,CIRCLE CITY,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50108,A,AIRPORT,'CHP,UPPER YUKON,CIRCLE HOT SPRINGS,CIRCLE HOT SPRINGS,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,TOM WILLIAMS,907-451-5276
50108.1,C,SEAPLANE BASE,'96AK,KENAI PENINSULA,CLAM GULCH,HACKNEY LANDING,PRIVATE,PRIVATE,DNR,"550 W 7TH AVE, SUITE 1260","ANCHORAGE, AK 99524",907-269-8400,MIKE HACKNEY,907-262-2364
50108.3,A,AIRPORT,'CLP,BRISTOL BAY,CLARKS POINT,CLARKS POINT,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,NORMAN HEYANO,907-842-5511
50109.01,A,AIRPORT,'Z84,YUKON-KOYUKUK,CLEAR,CLEAR,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50109.11,A,AIRPORT,'CLF,YUKON-KOYUKUK,CLEAR,CLEAR SKY LODGE,PRIVATE,PUBLIC,RABIDEAU'S CLEAR SKY LODGE,"MILE 280, PARKS HWY","CLEAR, AK 99504",907-582-2251,SANDY RABIDEAU,907-582-2251
50112.6,C,SEAPLANE BASE,'KCC,PRINCE OF WALES,COFFMAN COVE,COFFMAN COVE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1786,TIM LACOUR,907-755-2229
50114.01,C,SEAPLANE BASE,'Z87,ALEUTIAN ISLANDS,COLD BAY,BLINN LAKE,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50114,A,AIRPORT,'CDB,ALEUTIAN ISLANDS,COLD BAY,COLD BAY,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1788,HAROLD KREMER,907-532-5000
50114.02,A,AIRPORT,'1AK3,ALEUTIAN ISLANDS,COLD BAY,PORT MOLLER,PUBLIC,PRIVATE,US BUREAU OF LAND MANAGEMENT,4700 BLM RD,"ANCHORAGE, AK 99507",907-267-1252,BLM ANCHORAGE FIELD OFFICE,907-267-1252
50114.35,A,AIRPORT,'CXF,UPPER YUKON,COLDFOOT,COLDFOOT,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,907-451-2207
50116,A,AIRPORT,'KCR,KUSKOKWIM,COLORADO CREEK,COLORADO CREEK,PRIVATE,PRIVATE,TOLVO ROSANDER,12700 SW 67TH CT,"MIAMI, FL 33156",,,
50121.5,A,AIRPORT,'JLA,KENAI-COOK INLET,COOPER LANDING,QUARTZ CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0770,SEAN MONTGOMERY/CARL HIGH,907-262-2199
50122.1,A,AIRPORT,'Z93,VALDEZ-CHITNA-WHITIE,COPPER CENTER,COPPER CENTER 2,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,907-822-3222
50125,A,AIRPORT,'CKU,CORDOVA-MCCARTHY,CORDOVA,CORDOVA MUNI,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ROBERT MATTSON,907-424-3202
50124,A,AIRPORT,'CDV,CORDOVA-MCCARTHY,CORDOVA,MERLE K (MUDHOLE) SMITH,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5250,ROB MATTSON,907-424-3202
50124.5,A,AIRPORT,'AK30,CORDOVA-MCCARTHY,CORDOVA,STRAWBERRY POINT,PRIVATE,PRIVATE,EYAK CORP.,PO BOX 340,"CORDOVA, AK 99574",907-424-7161,DAVID L. MCDANIEL,907-424-7161
50127,A,AIRPORT,'K29,NOME,COUNCIL,COUNCIL,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-5230,JOSEPH JOHNSON,907-443-2500
50130,C,SEAPLANE BASE,'CGA,PRINCE OF WALES,CRAIG,CRAIG,PUBLIC,PUBLIC,CITY OF CRAIG,BOX 725,"CRAIG, AK 99221",907-826-3275,JON BOLLING,907-826-3275
50130.1,H,HELIPORT,'1AK0,PRINCE OF WALES,CRAIG,CRAIG CG,COAST GUARD,PRIVATE,US COAST GUARD,USCG 17TH DIST BOX 3-5000,"JUNEAU, AK 99801",,,907-586-7351
50130.01,C,SEAPLANE BASE,'5C5,KETCHIKAN GATEWAY,CRAIG,EL CAPITAN LODGE,PRIVATE,PUBLIC,SCOTT VAN VALIN,PO BOX 1174,"CRAIG, AK 99921",800-770-5464,SCOTT VAN VALIN,800-770-5464
50130.4,A,AIRPORT,'1AK1,YUKON-KOYUKUK,CREVICE CREEK,CREVICE CREEK,PRIVATE,PRIVATE,WM P FICKUS,CREVICE CREEK,"BETTLES, AK 99126",,MM P FICKUS,
50132.1,A,AIRPORT,'CJX,KUSKOKWIM,CROOKED CREEK,CROOKED CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,RICHARD CILETTI,907-675-4345
50132.11,A,AIRPORT,'01AA,BETHEL,CROOKED CREEK,DONLIN CREEK,PRIVATE,PRIVATE,"DONLIN GOLD, LLC","482 BISOMESS PARK BLVD, STE G-25","ANCHORAGE, AK 99503",907-273-0200,"DONLIN GOLD, LLC",907-273-0200
50132.4,A,AIRPORT,'1AK2,VALDEZ-CHITNA-WHITIE,CROSSWIND LAKE,CROSSWIND LAKE,PRIVATE,PRIVATE,KIRK AND JULIE WILSON,HC 1 BOX 1960,"GLENNALLEN, AK 99588",,KIRK AND JULIE WILSON,
50135.1,A,AIRPORT,'DCK,KOBUK,DAHL CREEK,DAHL CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50140.72,A,AIRPORT,'AK15,NORTH SLOPE,DEADHORSE,ALPINE AIRSTRIP,PRIVATE,PRIVATE,"CONOCO PHILLIPS, INC",PO BOX 100360,"ANCHORAGE, AK 99501",907-670-4005,JOHN MURRY,907-670-4005
50140.73,A,AIRPORT,'AK78,NORTH SLOPE,DEADHORSE,BADAMI,PRIVATE,PRIVATE,SAVANT ALASKA LLC,PO BOX 112212,"ANCHORAGE, AK 99511",907-659-1349,WAYNE KUYKENDALL,907-659-1349
50140.75,H,HELIPORT,'AA03,NORTH SLOPE,DEADHORSE,CENTRAL PAD,PRIVATE,PRIVATE,FAIRWEATHER INC,"301 CALISTA CT, SUITE A","ANCHORAGE, AK 99518",907-346-3247,SHERRON G. PERRY,907-346-3247
50140.7,A,AIRPORT,'SCC,NORTH SLOPE,DEADHORSE,DEADHORSE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,TIM PARAULT,907-659-2553
50140.8,A,AIRPORT,'4AK1,NORTH SLOPE,DEADHORSE,INIGOK,PRIVATE,PRIVATE,BUREAU OF LAND MANAGEMENT,"222 W 7TH AVENUE, #13","ANCHORAGE, AK 99513",907-271-5555,ARCTIC FLD OFFICE MANAGER,907-474-2200
50140.76,A,AIRPORT,'37AA,NORTH SLOPE,DEADHORSE,POINT THOMSON AIRSTRIP,PRIVATE,PRIVATE,EXXON MOBIL,"3700 CENTERPOINT DR, SUITE 600","ANCHORAGE, AK 99503",907-561-5331,ANDREW BRICKER,907-561-5331
50145.1,A,AIRPORT,'DEE,KOBUK,DEERING,DEERING,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50146.09,A,AIRPORT,'AK77,FAIRBANKS NORTH STAR,DELTA JUNCTION,ALL WEST,PRIVATE,PRIVATE,ALL WEST FREIGHT,PO BOX 708,"DELTA JUNCTION, AK 99737",907-895-9800,BARBIE FOSTER,907-895-9800
50146.06,A,AIRPORT,'9AK4,FAIRBANKS NORTH STAR,DELTA JUNCTION,ARCTIC ANGEL,PRIVATE,PRIVATE,RICHARD M. CARPENTER,HC-60-BOX 4740,"DELTA JUNCTION, AK 99737",907-895-1005,RICHARD M. CARPENTER,907-895-1005
50146.07,H,HELIPORT,'AK35,FAIRBANKS NORTH STAR,DELTA JUNCTION,BUFFALO ROW,PRIVATE,PRIVATE,THOMAS GILBERTSON,PO BOX 1069,"DELTA JUNCTION, AK 99737",907-895-4663,THOMAS GILBERTSON,907-895-4663
50146.04,A,AIRPORT,'45AK,FAIRBANKS NORTH STAR,DELTA JUNCTION,CHEROKEE,PRIVATE,PRIVATE,ROBERT M. AND KIMBERLY ADAMS,PO BOX 1374,"DELTA JUNCTION, AK 99737",907-895-5160,ROBERT M. AND KIMBERLY ADAMS,907-895-5160
50146.022,A,AIRPORT,'AA22,FAIRBANKS NORTH STAR,DELTA JUNCTION,DELTA DAVES,PRIVATE,PRIVATE,DAVID AND TWYLA WEBBER,PO BOX 31,"DELTA JUNCTION, AK 99737",907-895-4887,DAVID WEBBER,907-895-4887
50146.02,A,AIRPORT,'D66,FAIRBANKS NORTH STAR,DELTA JUNCTION,DELTA JUNCTION,PUBLIC,PUBLIC,CITY OF DELTA JUNCTION,PO BOX 229,"DELTA JUNCTION, AK 99737",907-895-4656,JACK MORRIS,907-895-4876
50146.1,A,AIRPORT,'76AK,FAIRBANKS NORTH STAR,DELTA JUNCTION,POGO MINE AIRSTRIP,PRIVATE,PRIVATE,SUMITOMO METAL MINING POGO LLC,3204 INTERNATIONAL ST,"FAIRBANKS, AK 99701",907-895-2685,CHRIS KENNEDY,
50146.03,A,AIRPORT,'29AK,FAIRBANKS NORTH STAR,DELTA JUNCTION,REMINGTON FIELD,PRIVATE,PRIVATE,BRETT HULEN,4137 SE BANBRIDGE LP,"OLYMPIA, WA 98501",,BRETT HULEN,
50146.012,A,AIRPORT,'11AK,FAIRBANKS NORTH STAR,DELTA JUNCTION,ROCKING T RANCH,PRIVATE,PRIVATE,GREG & PEGGY TURNER,PO BOX 684,"DELTA JUNCTION, AK 99737",907-895-4207,GREG & PEGGY TURNER,907-895-4207
50146.08,H,HELIPORT,'72AK,FAIRBANKS NORTH STAR,DELTA JUNCTION,TROPHY LODGE,PRIVATE,PRIVATE,THOMAS ROY GILBERTSON,PO BOX 1069,"DELTA JUNCTION, AK 99737",907-895-4663,JANELL GILBERTS0N,907-895-4663
50146.05,A,AIRPORT,'AK09,FAIRBANKS NORTH STAR,DELTA JUNCTION,WINGSONG ESTATES,PRIVATE,PRIVATE,GARY & LORI HALL,PO BOX 1481,"DELTA JUNCTION, AK 99737",907-895-5311,GARY & LORI HALL,907-895-5311
50146,A,AIRPORT,'BIG,FAIRBANKS NORTH STAR,DELTA JUNCTION FT GREELY,ALLEN AAF,US ARMY,PRIVATE,US ARMY,US ARMY FORCES COMMAND,"ATLANTA, GA",,HQ 172 INFANTRY BRIGADE,907-873-7400
50153,A,AIRPORT,'DLG,BRISTOL BAY,DILLINGHAM,DILLINGHAM,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,NORMAN HEYANO,907-842-5511
50153.01,A,AIRPORT,'AK21,BRISTOL BAY,DILLINGHAM,NUSHAGAK,PRIVATE,PRIVATE,NUSHAGAK SHORES HOMEOWNERS ASSOC.,19239 ADRIAN AVE,"CHUGIAK, AK 99567",907-688-2084,BURT BOMHOFF,907-688-2084
50154,C,SEAPLANE BASE,'0Z3,BRISTOL BAY,DILLINGHAM,SHANNONS POND,PUBLIC,PUBLIC,STATE OF ALASKA/DIV OF LANDS,323 E 4TH AVE,"ANCHORAGE, AK 99501",,ERIC SHADE,907-842-2735
50156.5,H,HELIPORT,'DM2,ALEUTIAN ISLANDS,DIOMEDE,DIOMEDE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOSEPH JOHNSON,907-443-2500
50165,A,AIRPORT,'AK23,ALEUTIAN ISLANDS,DUTCH HARBOR,DRIFTWOOD BAY AIR FORCE STATION,US AIR FORCE,PRIVATE,US AIR FORCE,"10471 20TH ST, SUITE 302","ELMENDORF AFB, AK 99506",907-552-8757,RPO,907-552-8757
50175,A,AIRPORT,'EAA,UPPER YUKON,EAGLE,EAGLE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,907-883-5128
50176.03,C,SEAPLANE BASE,'D72,ANCHORAGE,EAGLE RIVER,D&C FIRE LAKE FLYING CLUB,PRIVATE,PUBLIC,CHRISTOPHER & DEBBY HUDSON,14111 W LAKE RIDGE DR,"EAGLE RIVER, AK 99577",907-696-1037,CHRISTOPHER HUDSON,907-250-7834
50175.01,A,AIRPORT,'47AK,ANCHORAGE,EAGLE RIVER,HIGHLAND,PRIVATE,PRIVATE,RICHARD WIGHT,205 E DIMOND BLVD,"ANCHORAGE, AK 99515",,RICHARD WIGHT,
50177,A,AIRPORT,'EEK,BETHEL,EEK,EEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,DAVID CUMMINGS,907-543-2495
50178.1,A,AIRPORT,'EII,BRISTOL BAY,EGEGIK,EGEGIK,PUBLIC,PUBLIC,CITY OF EGEGIK,PO BOX 189,"EGEGIK, AK 99579",907-233-2400,DON STRAND,907-233-2400
50181.7,A,AIRPORT,'KKU,BRISTOL BAY,EKUK,EKUK,PRIVATE,PRIVATE,EKUK VILLAGE COUNCIL,PO BOX 530,"DILLINGHAM, AK 99576",907-842-5218,,
50182,A,AIRPORT,'KEK,BRISTOL BAY,EKWOK,EKWOK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,NORMAN HEYANO,907-842-5511
50195.7,H,HELIPORT,'ERO,SKAGWAY-YAKUTAT,ELDRED ROCK,ELDRED ROCK CG,PUBLIC,PRIVATE,US GOVT,USCG 17TH DIST BOX 3-5000,"JUNEAU, AK 99801",,O I C,907-586-7351
50196.3,C,SEAPLANE BASE,'ELV,SKAGWAY-YAKUTAT,ELFIN COVE,ELFIN COVE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50197,A,AIRPORT,'ELI,NOME,ELIM,ELIM,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-2200,JOHN WILSON,907-625-1025
50197.01,A,AIRPORT,'MOS,NOME,ELIM,MOSES POINT,PRIVATE,PRIVATE,ELIM NATIVE CORP,PO BOX 39010,"ELIM, AK 99739",907-890-3741,PRES ELIM NATIVE CORP,907-890-3741
50197.3,C,SEAPLANE BASE,'1Z9,VALDEZ-CHITNA-WHITIE,ELLAMAR,ELLAMAR,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50198.61,A,AIRPORT,'ENM,KUSILVAK,EMMONAK,EMMONAK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN WILSON,907-625-1025
50199.6,C,SEAPLANE BASE,'2Z1,WRANGELL-PETERSBURG,ENTRANCE ISLAND,ENTRANCE ISLAND,PUBLIC,PUBLIC,STATE OF AK DOTPF-SE RGN,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50200.19,A,AIRPORT,'3AK1,VALDEZ-CHITNA-WHITIE,EUREKA,SKELTON,PRIVATE,PRIVATE,SKELTON AIRPORT LLC,2738 SNUG HARBOR CIR,"ANCHORAGE, AK 99507",907-522-1800,TRAVIS C. FRISK,907-522-1800
50202,A,AIRPORT,'2Z2,YUKON-KOYUKUK,EUREKA CREEK,EUREKA CREEK,PUBLIC,PUBLIC,UNKNOWN,,,,,
50203,A,AIRPORT,'2Z3,FAIRBANKS NORTH STAR,EVA CREEK,EVA CREEK,PUBLIC,PUBLIC,STATE OF AK DNR,3700 AIRPORT WAY,"FAIRBANKS, AK 99709",907-451-2728,"DIANA LEINBERGER, MANAGER",
50208,C,SEAPLANE BASE,'EXI,SKAGWAY-YAKUTAT,EXCURSION INLET,EXCURSION INLET,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50215.01,A,AIRPORT,'AK28,FAIRBANKS NORTH STAR,FAIRBANKS,CHENA MARINA,PRIVATE,PRIVATE,CHENA MARINA FLOATPOND & RWY ASSOC,PO BOX 83658,"FAIRBANKS, AK 99708",907-479-2141,DONALD D KIRK,907-479-2141
50215,C,SEAPLANE BASE,'2Z5,FAIRBANKS NORTH STAR,FAIRBANKS,CHENA RIVER,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50215.2,A,AIRPORT,'31AK,FAIRBANKS NORTH STAR,FAIRBANKS,DALRYMPLE'S,PRIVATE,PRIVATE,JEFF CROLL,PORTER AVE,"NORTH POLE, AK 99705",907-488-7558,JEFF CROLL,907-488-7558
50217,A,AIRPORT,'EIL,FAIRBANKS NORTH STAR,FAIRBANKS,EIELSON AFB,US AIR FORCE,PRIVATE,US AIR FORCE,5010 CSGP,"EIELSON AFB, AK 99702",,CHIEF AIRFIELD MANAGEMENT,907-377-3201
50219,A,AIRPORT,'FAI,FAIRBANKS NORTH STAR,FAIRBANKS,FAIRBANKS INTL,PUBLIC,PUBLIC,STATE OF ALASKA DOTPF,"6450 AIRPORT WAY, SUITE 1","FAIRBANKS, AK 99709",907-474-2500,JEFF ROACH,907-474-2500
50216.32,A,AIRPORT,'AK7,FAIRBANKS NORTH STAR,FAIRBANKS,GOLD KING CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEREMY WORRALL,907-451-5250
50215.04,A,AIRPORT,'32AK,FAIRBANKS NORTH STAR,FAIRBANKS,HARDROCK FIELD,PRIVATE,PRIVATE,WILLIAM LENTSCH,PO BOX 81063,"FAIRBANKS, AK 99708",907-455-6472,WILLIAM LENTSCH,907-455-6472
50215.03,A,AIRPORT,'AK22,FAIRBANKS NORTH STAR,FAIRBANKS,LAKLOEY AIR PARK,PRIVATE,PRIVATE,"LAKLOEY AIR PARK, INC",PO BOX 58388,"FAIRBANKS, AK 99711",907-456-1566,RICK SCHIKORA,907-488-1724
50215.1,A,AIRPORT,'MTF,FAIRBANKS NORTH STAR,FAIRBANKS,METRO FLD,PRIVATE,PRIVATE,METRO CO,PO BOX 70787,"FAIRBANKS, AK 99707",907-452-5191,METRO CO,907-452-5191
50215.21,A,AIRPORT,'AK52,FAIRBANKS NORTH STAR,FAIRBANKS,MOEN'S RANCH,PRIVATE,PRIVATE,DENNIS J. MOEN,PO BOX 10869,"FAIRBANKS, AK 99710",907-488-4236,DENNIS J. MOEN,907-488-4236
50215.05,A,AIRPORT,'25AA,FAIRBANKS NORTH STAR,FAIRBANKS,SKYFLIGHT,PRIVATE,PRIVATE,DANIEL AND GINA GRAHAM,1669 SKYFLIGHT AVE,"FAIRBANKS, AK 99709",907-474-3647,DANIEL GRAHAM,907-474-3647
50218,A,AIRPORT,'83AK,FAIRBANKS NORTH STAR,FAIRBANKS,TOLOVANA HOT SPRINGS,PRIVATE,PRIVATE,TOLOVANA HOT SPRINGS LTD,PO BOX 83058,"FAIRBANKS, AK 99708",907-455-6706,PRESIDENT-TOLOVANA HOT SPRINGS LTD,907-455-6706
50215.02,H,HELIPORT,'1AK9,FAIRBANKS NORTH STAR,FAIRBANKS,TUNDRA COPTER,PRIVATE,PRIVATE,TUNDRA COPTERS INC,PO BOX 60670,"FAIRBANKS, AK 99706",907-474-0429,,907-474-0394
50216.3,A,AIRPORT,'2AK1,FAIRBANKS NORTH STAR,FAIRBANKS /FT WAINWRIGHT/,BLAIR LAKE,US ARMY,PRIVATE,US ARMY,DPTSM,"FT. RICHARDSON, AK 99505",907-384-2230,OPNS OFFICER,907-353-6320
50216.31,A,AIRPORT,'2AK2,FAIRBANKS NORTH STAR,FAIRBANKS /FT WAINWRIGHT/,CLEAR CREEK,US ARMY,PRIVATE,US ARMY,DPTSM,"FT. RICHARDSON, AK 99505",907-384-2230,OPNS OFFICER,907-353-6320
50216,A,AIRPORT,'FBK,FAIRBANKS NORTH STAR,FAIRBANKS/FT WAINWRIGHT,LADD AAF,US ARMY,PRIVATE,US ARMY,US ARMY FORCES COMMAND,"ATLANTA, GA",,HQ 172 INFANTRY BRIGADE,907-353-7022
50221.3,C,SEAPLANE BASE,'2Z6,SITKA,FALSE ISLAND,FALSE ISLAND,PUBLIC,PUBLIC,US FOREST SERVICE,204 SIGINAKA WAY,"SITKA, AK 99835",,HANS VON REKOWSKI,907-747-4217
50221.5,A,AIRPORT,'KFP,ALEUTIAN ISLANDS,FALSE PASS,FALSE PASS,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,JEFF DOERNING,907-532-5000
50222,A,AIRPORT,'0AA4,KUSKOKWIM,FAREWELL,FAREWELL,PUBLIC,PRIVATE,US FEDERAL AVIATION ASSOCIATION,301 E 56TH ST,"ANCHORAGE, AK 99518",907-271-2205,"US GOV FAA, SW AK SSC",907-271-2205
50223.1,C,SEAPLANE BASE,'FKK,KUSKOKWIM,FAREWELL LAKE,FAREWELL LAKE,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,CATHY FROST,907-783-2636
50223,A,AIRPORT,'TNW,KUSKOKWIM,FAREWELL LAKE,TIN CREEK,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,CATHY FROST,907-783-2636
50225.7,A,AIRPORT,'3Z1,NOME,FEATHER RIVER,FEATHER RIVER,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
