imdbID,Title,Year,Rating,Runtime,Genre,Released,Director,Writer,Cast,Metacritic,imdbRating,imdbVotes,Poster,Plot,Language,Country,Awards,lastUpdated
tt1883469,"Placebo Effect",2011,TV-MA,"21 min","Animation, Action, Comedy",2011-03-24,"Adam Reed","Adam Reed (creator)","H. Jon Benjamin, George Coe, Darren Criss, Judy Greer",N/A,8.2,409,http://ia.media-imdb.com/images/M/MV5BMTM3MTExNjU2OF5BMl5BanBnXkFtZTcwNDI2NzIzNw@@._V1_SX300.jpg,"When Archer discovers the chemotherapy drugs he's been taking for his breast cancer are counterfeit, he sets out to destroy the criminals behind the scheme.",English,USA,N/A,"2014-07-14 00:02:00"
tt1883788,Changes,2011,TV-14,"60 min","Drama, Mystery",2011-05-02,"David Straiton","David Shore (created by), Eli Attie (teleplay), Seth Hoffman (story), Eli Attie (story)","Hugh Laurie, Lisa Edelstein, Omar Epps, Robert Sean Leonard",N/A,8.2,567,http://ia.media-imdb.com/images/M/MV5BODEzNjEyNTM2OF5BMl5BanBnXkFtZTcwNDU0MDQxNQ@@._V1_SX300.jpg,"Arlene Cuddy returns and House and Cuddy's jobs are in danger when Arlene tries to sue the hospital.",English,USA,N/A,"2014-05-21 01:17:48"
tt1884035,HUMANCENTiPAD,2011,TV-MA,"22 min","Animation, Comedy",2011-04-27,"Trey Parker","Trey Parker (created by), Matt Stone (created by), Matt Stone (story), Trey Parker (story)","Trey Parker, Matt Stone, April Stewart",N/A,7.5,1,http://ia.media-imdb.com/images/M/MV5BMTI5MTYyNDU3NF5BMl5BanBnXkFtZTYwNjU1MzM5._V1_SX300.jpg,"After Kyle clicks on the latest iTunes user agreement without reading it, Steve Jobs forces him to be an unwilling participant in his latest project. Meanwhile, Cartman equates his mom not giving him an iPad to sexual abuse.","English, Japanese",USA,N/A,"2014-05-04 03:31:40"
tt1884116,"Like a Redheaded Stepchild",2011,TV-14,"60 min","Crime, Drama, Mystery",2011-05-05,"Eric Laneuville","Bruno Heller (created by), Jordan Harper","Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman",N/A,8.1,334,http://ia.media-imdb.com/images/M/MV5BMTQzMDkyNDk3Nl5BMl5BanBnXkFtZTcwMTE3NDcxNQ@@._V1_SX300.jpg,"Rigsby is forced to turn to his ex-con father to help solve the murder of a prison guard.",English,USA,N/A,"2014-08-16 18:56:30"
tt1884353,"Meet the Pics",2011,"Not Rated","104 min",Drama,2011-04-06,"Joshua Allen","Joshua Allen","Aidan Bristow, Jill Evyn, Ryan Stone",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMTgyMDY2NTE1N15BMl5BanBnXkFtZTgwOTU3NTA2MDE@._V1_SX300.jpg,"A handyman arrives home from work to find his wife in bed with another woman. The husband threatens divorce and the wife threatens to turn the husband in for stealing from his boss, while ...",English,USA,N/A,"2014-08-08 00:08:23"
tt1884819,"The Long Way Down Job",2011,TV-PG,"60 min","Action, Crime, Mystery",2011-06-26,"Dean Devlin","John Rogers (creator), Chris Downey (creator), Joe Hortua, John Rogers","Timothy Hutton, Gina Bellman, Christian Kane, Beth Riesgraf",N/A,8.1,187,http://ia.media-imdb.com/images/M/MV5BMTg0OTcwMzUyMl5BMl5BanBnXkFtZTcwMDA5MTU0NQ@@._V1_SX300.jpg,"The team must battle a treacherous mountain, dangerous conditions, and hired mercenaries to retrieve evidence to bring down a corrupt financial executive.",English,USA,N/A,"2014-03-13 00:00:18"
tt1885083,Strain,2011,TV-PG,"42 min","Crime, Drama, Mystery",2011-04-18,"Michael W. Watkins","Nick Wauters (creator), Dan Dworkin, Jay Beattie","Jason Ritter, Sarah Roemer, Laura Innes, Ian Anthony Dale",N/A,7.7,165,http://ia.media-imdb.com/images/M/MV5BMjE3NjMzNTI3Nl5BMl5BanBnXkFtZTgwOTEwNzg3MjE@._V1_SX300.jpg,"The White House is rocked by the sudden illness of one of their own, leaving Chief of Staff Peel and Sterling to investigate possible conspirators. Michael Buchanan comes to the aid of ...",English,USA,N/A,"2014-10-26 00:18:54"
tt1885205,Biebermania!,2011,TV-PG,"70 min","Documentary, Biography, Music",2011-05-17,"Thomas Gibson","Thomas Gibson","Lloyd Banks, Nikki Boyer, Talon DeSoto, David Doerre",N/A,1.1,1,http://ia.media-imdb.com/images/M/MV5BMjA2ODk4NjM5Nl5BMl5BanBnXkFtZTcwMDUzMjI5NA@@._V1_SX300.jpg,"An inside look at the phenomenon that is sweeping the nation. Justin Bieber, along with music's top icons, give you the scoop on how he became the pop sensation that he is today. Although ...",English,USA,N/A,"2014-10-22 00:37:42"
tt1885335,"Ballplayer: Pelotero",2011,"Not Rated","77 min","Documentary, Drama, Sport",2012-07-13,"Ross Finkel, Trevor Martin, Jonathan Paley",N/A,"Jean Carlos Batista, John Leguizamo, Miguel Angel Sano",75,7.0,356,http://ia.media-imdb.com/images/M/MV5BMTk4NjM5Mzg3N15BMl5BanBnXkFtZTcwNTA4NzY5Nw@@._V1_SX300.jpg,"Two top baseball prospects in the Dominican Republic face fierce competition and corruption as they chase their big league dreams.","Spanish, English","USA, Dominican Republic",N/A,"2014-11-05 00:31:15"
tt1885559,"Something Good Coming",2011,"Not Rated","60 min",Comedy,2011-05-25,"Bill Lawrence, Michael McDonald","Bill Lawrence (creator), Kevin Biegel (creator), Chrissy Pietrosh, Jessica Goldstein, Bill Lawrence, Kevin Biegel","Courteney Cox, Christa Miller, Busy Philipps, Dan Byrd",N/A,8.6,134,http://ia.media-imdb.com/images/M/MV5BMTM3Nzc5NTUyMl5BMl5BanBnXkFtZTcwMjIxMzEzNQ@@._V1_SX300.jpg,"After Travis abruptly moves to Hawaii, the gang decides to go on vacation there; Grayson tells Jules that he wants to have kids; Laurie tries to lure Travis back home.",English,USA,N/A,"2014-02-25 02:47:42"
tt1886318,"Rhapsody in Red",2011,TV-14,"60 min","Crime, Drama, Mystery",2011-05-12,"David Barrett","Bruno Heller (created by), David Appelbaum","Simon Baker, Robin Tunney, Tim Kang, Owain Yeoman",N/A,8.0,329,http://ia.media-imdb.com/images/M/MV5BMjA0NDk4NjIwMl5BMl5BanBnXkFtZTcwMzI4OTQyNQ@@._V1_SX300.jpg,"While CBI investigates the murder of a concert violinist, Cho helps a boy who is searching for clues that could prove his imprisoned father's innocence.",English,USA,N/A,"2014-08-13 00:19:27"
tt1886319,"The Bridge",2011,TV-PG,"21 min",Comedy,2011-05-18,"Lee Shallat Chemel","Eileen Heisler (created by), DeAnn Heline (created by), Roy Brown","Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",N/A,7.1,60,http://ia.media-imdb.com/images/M/MV5BMTg5OTU0OTYyNV5BMl5BanBnXkFtZTcwMzYyMzEzNQ@@._V1_SX300.jpg,"Mike and Frankie try to help Brick overcome his fear of a covered bridge, Frankie tries to help Sue find a two-piece swimsuit, and Axl tries to get a lifeguard job.",English,USA,N/A,"2014-03-09 05:55:18"
tt1886493,"Catch .44",2011,R,"94 min","Action, Crime, Drama",2012-01-05,"Aaron Harvey","Aaron Harvey","Malin Akerman, Nikki Reed, Deborah Ann Woll, Forest Whitaker",N/A,4.7,12,http://ia.media-imdb.com/images/M/MV5BMjE1OTM2NjgzNV5BMl5BanBnXkFtZTcwNzc0MTc5Ng@@._V1_SX300.jpg,"For Tes (Akerman) and her two cohorts Kara (Nikki Reed) and Dawn (Deborah Ann Woll), the job sounded simple enough: intercept a double-cross drug shipment for their crime boss Mel (Willis) ...",English,USA,N/A,"2014-11-01 00:31:35"
tt1887431,Cheaters,2011,TV-14,"22 min","Comedy, Drama, Family",2011-04-19,"Daniel Attias","Gregory Thomas Garcia (creator), Elijah Aron, Jordan Young","Lucas Neff, Martha Plimpton, Garret Dillahunt, Shannon Woodward",N/A,8.2,127,http://ia.media-imdb.com/images/M/MV5BMTQ3ODQ1NDU1Ml5BMl5BanBnXkFtZTcwMTc5MTY2Ng@@._V1_SX300.jpg,"Jimmy hopes gullible Sabrina's boyfriend Wyatt may be cheating on her in college, so he insists to go with her to Wyatt's frat's wild Halloween party, but conclusive evidence is perilously ...",English,USA,N/A,"2014-02-20 00:11:01"
tt1889223,"Episode #1.6043",2011,TV-14,"30 min","Drama, Romance",2011-04-11,"Cynthia J. Popp","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Patrick Mulcahey (script writer)","Mercedes Cornett, Don Diamont, Andrea Evans, Jennifer Gareis",N/A,4.6,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Ridge explains to Brooke that despite Amber's fundamental guilt, it's clumsy Hope's own dumping fault if Liam was driven in her arms. Bill holds off Steffy once more while discarding ...",English,USA,N/A,"2014-07-14 16:48:58"
tt1889224,"Episode #1.6044",2011,TV-14,"30 min","Drama, Romance",2011-04-12,"Cynthia J. Popp","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Adam Dusevoir (script writer)","John McCook, Zack Conroy, Susan Flannery, Adam Gregory",N/A,5.0,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Ridge calls a board meeting to present hefty budget cuts, notably on Taboo, and his no to its women's line, claiming it's time to focus again on the couture core business, parading his and ...",English,USA,N/A,"2014-07-14 16:48:58"
tt1889225,"Episode #1.6045",2011,TV-14,"30 min","Drama, Romance",2011-04-13,"Michael Stich","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Shannon Bradley (script writer)","Scott Clifton, Mercedes Cornett, Adam Gregory, Katherine Kelly Lang",N/A,4.8,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Thomas treats Dayzee to splendid golden designer dress to accompany him to an annual fashion event. Her grateful kiss clearly renders model Summer jealous. Ridge delights Brooke too by ...",English,USA,N/A,"2014-07-14 16:48:58"
tt1889368,"Battleship North Carolina: The Showboat Legacy",2011,"Not Rated","30 min","Short, History",2011-05-30,"Rob Hill","Rob Hill","Jon Wadley, Harold Smith, Fred Velletri, Kim Sincox",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMTA1MDA0OTQ4MzBeQTJeQWpwZ15BbWU3MDk5NjQ1OTQ@._V1_SX300.jpg,"The past and the present merge as this program highlights the USS North Carolina's history and her legacy that continues today.",English,USA,N/A,"2014-10-07 00:16:04"
tt1889413,"Look Out World, Here I Come!: San Francisco",2011,"Not Rated","34 min","Animation, Short, Family",2011-04-01,N/A,"Kate Murphy",N/A,N/A,0.0,0,N/A,"Otto, Blink and Casey explore San Francisco.",English,USA,N/A,"2014-07-14 16:48:08"
tt1889455,"Tila Tequila Uncorked!",2011,X,"137 min",Adult,2011-02-14,N/A,N/A,"Tila Tequila, Charlie Laine, Kristina Rose",N/A,6.5,15,N/A,"The leaked Tila Tequila sex-tape.",English,USA,N/A,"2014-02-07 00:00:00"
tt1890591,"When Noah Calls",2011,R,"51 min",Action,2011-03-10,"Wanyee Leonard","Dylan Brunt (final revised script), Wanyee Leonard","Joseph Brandon, Andrei Sporea, Rikki Manen, Chantal Bui Viet",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BNDAwNzgzNTkzMV5BMl5BanBnXkFtZTcwNDY4NTc3Nw@@._V1_SX300.jpg,"A mentally ill man escapes a hospital, and tries to blend in with the public. While searching for his ex-girlfriend, he runs into trouble with a corrupt cop with ties to the KGB.",English,USA,N/A,"2014-08-25 00:24:14"
tt1890752,"Amsterdam's Futuristic Floating City",2011,TV-G,"60 min",Documentary,2011-06-21,N/A,"Andy Howard (series writer)","Danny Forster, Maarten Ouboter, Koen Olthuis, Koert Snoek",N/A,6.2,5,N/A,"The Netherlands is running out of land. Nearly 70% of its land, which comprises half its population lies beneath sea level. Rather than fight back the sea, engineers are radically making it...",English,USA,N/A,"2014-06-23 00:35:52"
tt1890754,"Constructing Serbia's Longest Bridge",2011,TV-G,"60 min",Documentary,2011-06-14,N/A,"Andy Howard (series writer)","Danny Forster, Dejan Vasovic, Miljan Dedovic, Bojan Jovanovic",N/A,8.6,11,N/A,"Danny Forster joins crews as they construct Serbia's newest national icon. The Sava River Bridge in Belgrade will be the world's largest single pylon cable stayed bridge and improve a ...",English,USA,N/A,"2014-02-12 02:35:09"
tt1890877,"Ricochet Rabbit",2011,TV-MA,"49 min","Crime, Drama, Mystery",2011-12-04,"Michael Lehmann","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Jace Richdale, Lauren Gussis, Scott Reynolds, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.1,1,http://ia.media-imdb.com/images/M/MV5BNTM3MDEyNzQxNl5BMl5BanBnXkFtZTcwMDY3NzExNw@@._V1_SX300.jpg,"Now realizing the error he has made, Dexter redoubles his efforts to track down the doomsday killer and eliminate him. He plants evidence in the church to keep the police off the scent and ...",English,USA,N/A,"2014-10-30 00:54:06"
tt1890878,"Talk to the Hand",2011,TV-MA,"48 min","Crime, Drama, Mystery",2011-12-11,"Ernest R. Dickerson","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Manny Coto, Tim Schlattmann, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.3,1,http://ia.media-imdb.com/images/M/MV5BMTc5NDMzMDYxMl5BMl5BanBnXkFtZTcwMjU3NDQxNw@@._V1_SX300.jpg,"Dexter finds himself at the yacht where Travis and his accomplices were preparing the next tableau, 'Wormwood'. They quickly realize that Travis is planning a gas attack. Worried that ...",English,USA,N/A,"2014-09-19 01:11:56"
tt1890879,"This Is the Way the World Ends",2011,TV-MA,"51 min","Crime, Drama, Mystery",2011-12-18,"John Dahl","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Scott Buck, Wendy West, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,9.0,3,http://ia.media-imdb.com/images/M/MV5BMTY5NTY0MTM1N15BMl5BanBnXkFtZTcwNDgwODYxNw@@._V1_SX300.jpg,"Stuck in the ocean miles from shore, Dexter is rescued by an old boat carrying illegal immigrants to the US. He even manages to render them a service. Once ashore, he heads home hoping to ...",English,USA,N/A,"2014-11-02 00:20:29"
tt1890880,"Once Upon a Time...",2011,TV-MA,"53 min","Crime, Drama, Mystery",2011-10-09,"S.J. Clarkson","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Tim Schlattmann, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.2,1,http://ia.media-imdb.com/images/M/MV5BOTgzMDUyMjM3OV5BMl5BanBnXkFtZTcwMDYzNDg4Ng@@._V1_SX300.jpg,"Dexter lines up his next victim, Brother Sam a criminal who claims to have found religion and while still running his body repair shop, gives other ex-cons a chance at rehabilitation. ...",English,USA,N/A,"2014-09-17 02:53:16"
tt1890881,"Smokey and the Bandit",2011,TV-MA,"50 min","Crime, Drama, Mystery",2011-10-16,"Stefan Schwartz","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Manny Coto, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.3,1,http://ia.media-imdb.com/images/M/MV5BMTU5NTYzMjE4Nl5BMl5BanBnXkFtZTcwMTA4NjE5Ng@@._V1_SX300.jpg,"Deb faces her first day as the homicide squad's Lieutenant. She isn't sure she's made the right decision given that she not used to the administrative side of the job and the fact that she ...",English,USA,N/A,"2014-08-26 00:11:36"
tt1890882,"A Horse of a Different Color",2011,TV-MA,"52 min","Crime, Drama, Mystery",2011-10-23,"John Dahl","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Lauren Gussis, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.5,1,http://ia.media-imdb.com/images/M/MV5BMjExNjY2NjUyNF5BMl5BanBnXkFtZTcwMTg5MzQ5Ng@@._V1_SX300.jpg,"Dexter is in awe of the latest display from the Doomsday killer: the Four Horsemen of the Apocalypse made up of mannequins and human body parts. Testing confirms that the human parts all ...",English,USA,N/A,"2014-09-17 02:53:16"
tt1890883,"The Angel of Death",2011,TV-MA,"51 min","Crime, Drama, Mystery",2011-10-30,"S.J. Clarkson","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Scott Reynolds, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.1,1,http://ia.media-imdb.com/images/M/MV5BMTYwNTkyOTI3N15BMl5BanBnXkFtZTcwMDg3MTEwNw@@._V1_SX300.jpg,"Dexter runs background checks on Travis and discovers that he was a former student of Gellar. Batista and Quinn go to the university where Gellar used to teach.",English,USA,N/A,"2014-09-17 02:53:15"
tt1890884,"Just Let Go",2011,TV-MA,"54 min","Crime, Drama, Mystery",2011-11-06,"John Dahl","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Jace Richdale, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.5,1,http://ia.media-imdb.com/images/M/MV5BMTQ3NjM0NzI0M15BMl5BanBnXkFtZTcwMTIxMTQwNw@@._V1_SX300.jpg,"As Dexter is following Travis in the hope of finding Professor Geller, he learns of Brother Sam's shooting. He races to the hospital to learn Sam is unconscious. He sets out to find the ...",English,USA,N/A,"2014-09-17 02:53:15"
tt1890885,Nebraska,2011,TV-MA,"52 min","Crime, Drama, Mystery",2011-11-13,"Romeo Tirone","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Wendy West, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,7.9,1,http://ia.media-imdb.com/images/M/MV5BMTk0MzM4NzUzNl5BMl5BanBnXkFtZTcwNjIwMTQwNw@@._V1_SX300.jpg,"Having avenged Brother Sam's death, Dexter gets some bad news from Deb - it appears the Trinity Killer has returned to kill his wife and daughter, leaving his son Jonah as the only survivor...",English,USA,N/A,"2014-10-13 00:12:16"
tt1890886,"Sin of Omission",2011,TV-MA,"52 min","Crime, Drama, Mystery",2011-11-20,"Ernest R. Dickerson","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Arika Lisanne Mittman, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,7.9,1,http://ia.media-imdb.com/images/M/MV5BNzQ0OTM2NzU1OV5BMl5BanBnXkFtZTgwMDA0MzEzMjE@._V1_SX300.jpg,"Dexter returns to Miami after his road trip to Nebraska and get a frosty reception from Debra who has been under pressure to get results in the doomsday killer case. He does his best to ...",English,USA,N/A,"2014-09-22 00:09:22"
tt1890887,"Get Gellar",2011,TV-MA,"50 min","Crime, Drama, Mystery",2011-11-27,"Seith Mann","James Manos Jr. (developed for television by), Jeff Lindsay (novel), Karen Campbell, Karen Campbell (staff writer)","Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee",N/A,8.5,1,http://ia.media-imdb.com/images/M/MV5BMTk4MjgxMDk0NV5BMl5BanBnXkFtZTcwMjM0MTkwNw@@._V1_SX300.jpg,"Having rescued Travis at the church, Dexter now tries to figure out what the next tableau will be. With Travis having agreed to help him, Dexter gets him a room in a hotel to keep him safe....",English,USA,N/A,"2014-09-13 00:26:55"
tt1893987,Cadaver,2011,TV-14,"60 min","Crime, Drama, Mystery",2011-06-12,"Frank Prinzi","Dick Wolf (creator), Rene Balcer (developer), Julie Martin","Kathryn Erbe, Vincent D'Onofrio, Jay O. Sanders, Julia Ormond",N/A,7.8,46,http://ia.media-imdb.com/images/M/MV5BMjEzNTIxMTk3MF5BMl5BanBnXkFtZTcwODQ3NTg1MQ@@._V1_SX300.jpg,"Goren and Eames try to discover which medical researcher killed a wealthy benefactor the night that he awarded his fellowship.",English,USA,N/A,"2014-01-04 00:00:00"
tt1894480,"John Muir in the New World",2011,G,"83 min","Documentary, Biography, History",2011-04-18,"Catherine Tatge","Leslie Clark, Catherine Tatge","Joseph Butler, Howard Weamer, Richard Markham, Patsy Fulhorst",N/A,5.3,30,http://ia.media-imdb.com/images/M/MV5BMTgxNDkxMzA5Ml5BMl5BanBnXkFtZTcwMTQwMjE2MQ@@._V1_SX300.jpg,"Documentary of naturalist and author, John Muir 1838-1914.",English,USA,N/A,"2014-07-01 05:31:01"
tt1897354,"Melted Gold",2011,TV-14,"30 min",Reality-TV,2011-05-10,"Ken Snow","Richard Dominick (creator)","Ashley Broad, Les Gold, Seth Gold, Rich Pyle",N/A,4.1,10,http://ia.media-imdb.com/images/M/MV5BMTg5OTk5MzAzNl5BMl5BanBnXkFtZTcwMDIzMDAyNw@@._V1_SX300.jpg,"Seth steps in when a customer and employee square off in the parking lot. Then, Les and Ashley learn the meaning of 'nut up' when they try to calm down a customer's maniacal mother.",English,USA,N/A,"2014-07-14 16:19:55"
tt1897355,"Sucker Punch",2011,TV-14,"30 min",Reality-TV,2011-04-26,"Ken Snow","Richard Dominick (creator)","Ashley Broad, Les Gold, Seth Gold, Rich Pyle",N/A,4.6,12,http://ia.media-imdb.com/images/M/MV5BMTc4OTkxMTcxMF5BMl5BanBnXkFtZTgwNDU0NjM2MjE@._V1_SX300.jpg,"Les scrambles to find a buyer for a pimped out party bus in order to win an old bet with Seth. And later, Seth makes a shocking revelation that sends a couple into a rampage.",English,USA,N/A,"2014-10-24 00:19:55"
tt1897798,"Episode #1.6048",2011,TV-14,"30 min","Drama, Romance",2011-04-18,"Jennifer Howard","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Patrick Mulcahey (script writer), Patrick Mulcahey (story)","Brandon Beemer, Don Diamont, Lesley-Anne Down, Jennifer Gareis",N/A,4.8,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Owen and Jacqui enjoy kissing in public, to bar guests' amusement, except openly embarrassed Nick, who gets a mild lecture about demonstrative marital affection on top. Bill's shaky ...",English,USA,N/A,"2014-07-14 16:17:37"
tt1897799,"Episode #1.6049",2011,TV-14,"30 min","Drama, Romance",2011-04-19,"Deveney Kelly","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Adam Dusevoir (script writer)","Scott Clifton, Zack Conroy, Susan Flannery, Adam Gregory",N/A,4.8,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"The whole Forrester family warmly welcomes Thomas to the board on account of his 5% shares, toasting champagne. The heir triumphs when Ridge also declares him his future successor as chief ...",English,USA,N/A,"2014-07-14 16:17:37"
tt1897800,"Episode #1.6050",2011,TV-14,"30 min","Drama, Romance",2011-04-20,"Deveney Kelly","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Patrick Mulcahey (script writer)","Don Diamont, Adam Gregory, Ciara Hanna, Katherine Kelly Lang",N/A,6.8,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Thomas slickly enjoys affectionate send-offs from female admirers, impressing even Brooke with his natural seductive skill, like a young Ridge, while she enjoys the original. Eric's ...",English,USA,N/A,"2014-07-14 16:17:36"
tt1897801,"Episode #1.6051",2011,TV-14,"30 min","Drama, Romance",2011-04-21,"Michael Stich","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Patrick Mulcahey (script writer)","Don Diamont, Susan Flannery, Adam Gregory, Katherine Kelly Lang",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"When Thomas and Brooke's plane suffers typhoon-related turbulence on the course to Sydney, his gallant protective attitude surprises them both, adding to their optimistic, conspiratorial ...",English,USA,N/A,"2014-07-14 16:17:35"
tt1897802,"Episode #1.6052",2011,TV-14,"30 min","Drama, Romance",2011-04-22,"Michael Stich","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), John F. Smith (script writer)","Don Diamont, Susan Flannery, Adam Gregory, Rick Hearst",N/A,6.0,7,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"The Forrester jet crashes in the pacific, due to the typhoon. Thomas and Brooke get out, but are separated from the surviving crew and he has to dive after her. A frisky husband Whip helps ...",English,USA,N/A,"2014-07-14 16:17:35"
tt1898149,"White Nights",2011,TV-MA,"20 min","Animation, Action, Comedy",2011-04-14,"Adam Reed","Adam Reed (creator)","H. Jon Benjamin, Ona Grauer, Judy Greer, Tom Kane",N/A,7.8,248,http://ia.media-imdb.com/images/M/MV5BMTM3MTExNjU2OF5BMl5BanBnXkFtZTcwNDI2NzIzNw@@._V1_SX178_.jpg,"Archer's search for his father's identity by going to Russia puts him in hot water as he is held prisoner by Nikolai Jackov and Malory has to ask Barry Dillon to rescue him.",English,USA,N/A,"2013-12-21 00:00:00"
tt1898190,Mayday,2011,TV-14,"60 min","Action, Crime, Drama",2011-05-08,"Sam Hill","Anthony E. Zuiker (created by), Ann Donahue (created by), Carol Mendelsohn (created by), Marc Dube, Barry O'Brien","David Caruso, Emily Procter, Jonathan Togo, Rex Linn",N/A,7.9,109,http://ia.media-imdb.com/images/M/MV5BMzI0ODY5NDMwOF5BMl5BanBnXkFtZTgwNzY4MTgzMjE@._V1_SX300.jpg,"The final jailbreak escapee is caught, but he escapes police custody and is on the loose in Miami, and the life of one of his former cellmates is turned upside down by his actions.",English,USA,N/A,"2014-10-31 00:31:15"
tt1898302,"Big Sea",2011,TV-14,"43 min","Crime, Drama, Mystery",2011-05-11,"Glenn Kershaw","Jeff Davis (creator), Jim Clemente, Breen Frazier, Kimberly A. Harrison (staff writer)","Joe Mantegna, Shemar Moore, Matthew Gray Gubler, Kirsten Vangsness",N/A,7.5,297,"http://ia.media-imdb.com/images/M/MV5BMTc1Njg1ODMxN15BMl5BanBnXkFtZTcwMjMzODMyNQ@@._V1_SY264_CR109,0,178,264_.jpg","The discovery of bodies buried in the ocean floor off Jacksonville prompts the BAU to intervene; Morgan's aunt suspects her missing daughter may be among the dead.",English,USA,N/A,"2013-12-21 00:00:00"
tt1899100,"19 Doors",2011,R,"93 min","Horror, Thriller",2011-08-22,"Bruce Koehler","Jacqueline Druga","Natalie Bail, Norm Wash, Bryan Koehler, John W. Iwanonkiw",N/A,2.7,101,http://ia.media-imdb.com/images/M/MV5BMzU5OTAwOTgwN15BMl5BanBnXkFtZTcwNTY4Mzg4OA@@._V1_SX300.jpg,"When a producer suggests that screenwriter Grace Mitchel pen a horror story set in an old hotel, the long-abandoned Lyndora seems the perfect inspiration. The turn-of-the-century hotel is ...",English,USA,N/A,"2014-10-12 00:11:45"
tt1899113,"All Star Teens 3",2011,X,"137 min",Adult,2011-02-22,"Jules Bart",N/A,"Barbora Kovarikova, Michaela Fichtnerova, Katerina Ulmanova, Kristy Lust",N/A,0.0,0,N/A,"The 3rd installment in the All Star Teens series by Digital Playground.",English,USA,N/A,"2014-10-28 00:25:30"
